ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25
4.455505727320954,4.32843055547818,13.096412555395803,9.01815946250909,10.040987119421303,16.48802662576057,13.475580839472034,31.47178857763134,13.58819539429143,0.0,18.95227630371255,2.7427401296216942,2.719369344116883,0.0,24.846551964559794,3.8679213412755153,0.0,0.0,19.014113799983555,47.47578134419061,6.000562978158186,0.0,27.223216445443153,30.307609095216193,0.0
8.325311217301023,9.849940301254197,13.838856119208046,21.691988513134476,2.798329144168242,0.0,16.905461509110236,11.880853859535504,34.206578125196735,26.188521018736395,0.0,7.3183792627408835,29.81034552559543,49.32216617286507,0.0,19.921397607786993,18.293671609555258,41.2661415115582,0.0,43.28212771997687,49.73634282923352,36.75753984496822,24.620041038624862,41.109252509119926,0.0
23.881881732814758,14.693137206093189,7.5617863088662105,12.48572199028047,8.616097841285335,11.154905696888513,7.340331368643502,6.126848269943606,27.635701057788026,14.45541277372724,0.0,0.0,0.0,22.260858104803635,11.465831798038803,17.118069993835533,14.839484241801927,4.477944212248872,43.0875434271811,55.618007544384845,0.0,13.483845891081465,0.0,0.0,56.9922754329492
1.7718612054398104,3.3665591570829347,15.26238521991828,1.7152794944677572,11.499439216132592,6.363275577195306,7.296938129202733,29.5690025856976,13.704886379035088,28.542439826419482,3.485565370719062,0.0,0.0,23.702078936414523,0.0,4.318094095698541,15.4105084513835,42.21028406742018,0.0,39.762709109158266,10.04938734108891,0.0,32.26847038190154,17.40311771963911,18.09306804893813
0.0,6.883391123693094,0.0,0.6831203235019472,13.4942788087284,5.93853239644357,0.0,1.913854513972467,4.668333614501298,0.19324132628282342,0.0,0.0,12.199244493161544,7.09855971117361,0.0,5.051789695985698,4.141652606445604,24.002424633232792,35.99852120909149,0.0,17.311504311670745,13.391935681764394,5.956641913791503,0.0,0.0
29.74853790608801,8.195565463958824,2.4442699407978474,6.912163811057077,9.432865876328071,26.979397419117824,3.65560178540545,17.29515907572741,15.731151374358964,0.0,28.298909378722026,5.8927586563278,0.0,0.0,0.0,28.96169156429616,24.434991083788518,36.97583850803113,21.973447462967062,0.0,43.0808610252461,0.0,52.589653495945974,0.0,0.0
18.46050430659794,20.011053908949467,11.860321403068244,0.0,9.243392485409071,0.0,24.106113901759286,16.693581757910717,25.07620546858685,33.64009702931915,3.659040095121256,0.0,0.0,25.533124810536894,9.467750536857572,25.742302611707554,0.0,11.867490032914816,0.0,0.0,5.196574603954087,12.728734303943424,9.962032655671766,52.84748317800358,37.40043358248536
4.828789082889442,2.189556135108276,11.751343880042237,10.390862492318274,17.12239210829252,24.73214754430814,0.0,25.057604590604875,2.7665245825218117,3.534343800987731,2.8008532801500152,0.5906116497530336,27.91590099249108,14.361503831916723,0.0,1.5206087281627596,0.0,0.0,34.820444087784175,0.0,15.437947374210026,0.02855870593082699,50.13008560639632,27.08272292127328,44.607723076682106
11.823597946876259,7.927497592100733,13.166658760028659,11.109449272521477,4.408853553424503,15.559510341785717,0.0,9.664263044338822,8.39331503346096,0.0,19.789183341900138,12.57204747973087,27.752097406496944,29.608616116324335,0.0,0.0,2.223539923326097,21.47779421862853,36.502937027366485,45.234496421080046,16.228228061320593,0.4379250847237941,39.57331993960846,0.0,12.803013488562948
7.768461387373941,7.422712566529417,16.0436877896974,15.490246938440649,11.001435351550453,29.85909815658839,25.832998433300027,0.0,0.0,16.351454289556354,7.680879701571193,49.61754868900756,10.102212498661585,15.305646610226075,26.179602463107464,1.9413507429323502,39.26093504862513,32.04834864720577,42.44508729070053,4.358832511774473,3.975166724754338,0.0,22.025812570443264,0.0,54.181575185322046
1.830800260640527,0.0,0.5210197592839587,13.559741103039475,12.422158820293724,0.0,0.0,1.1025018780358544,6.195711205128507,6.8918802640937775,0.0,5.239911539230408,35.9180199763409,0.0,12.09144203833903,20.995983198555113,15.312360258488257,38.510624685216435,23.369412369654672,15.530172091013094,5.887515743868963,32.33434683829529,0.0,36.803541568427626,0.0
9.133915226697361,14.347411974985,7.416470132855351,8.569036447744592,16.473984769647373,18.490676545382673,12.889048300295896,0.0,22.471341770313245,0.0,0.0,10.330568631919697,17.05085794920435,8.004902523928099,38.73820179757685,22.862106062318887,2.857007908569045,23.25222476130092,50.65782577330144,24.05302598810262,0.0,25.52987054058354,0.0,35.9447862937586,0.0
10.265741714796686,10.14292833043232,0.02017086939654833,27.37206961935979,8.870999095205107,6.702222128907309,10.45986416326324,2.362914598796454,0.0,23.09050171180015,13.214483888141542,35.92590933649205,0.0,44.13760541715567,0.0,14.087375007886699,0.0,27.728198371863336,0.0,17.518838550137815,33.81237717402547,0.0,0.0,53.68235791990842,0.0
5.54461504740147,6.818248807334543,0.0,21.16938474378792,11.158991467558558,2.5513173253277004,10.821380613939024,5.444011911823651,21.86112241287627,0.0,27.288826634911885,0.0,25.94671875627291,25.963555217253973,0.0,25.714839418388866,0.0,27.559337262001634,37.96076116424944,56.262078859810856,24.4992926298114,42.2379646016324,40.034538453408885,37.39046377547806,6.125359971434204
11.373467150285261,15.67874016313727,13.88293844582578,33.08125188216242,9.239494853226612,8.338376923428712,29.564534444966156,9.42706866523445,9.87412431887001,17.776958104157174,16.477289752263804,1.5119949944032527,28.015049616433966,8.203295907542842,0.0,0.0,0.0,7.147617606916562,0.0,35.78161776903097,0.0,0.0,51.82569369251988,9.29078248521186,61.63905636245652
15.055082566538253,9.364114736735758,11.949553937579273,13.478077120549077,12.076126499734187,0.7016665810025957,24.897316396985268,12.790841838246873,3.3303083123294783,0.0,10.96558414853916,21.79541998139816,19.558553055730812,32.82582704029458,0.0,6.85820223503024,0.0,17.541142724638107,25.244325523918647,46.41181401347507,0.0,0.0,42.92976798084643,0.0,54.240913265521726
19.238029201128807,7.701607810826177,11.69134169418001,8.116780091599816,0.0,26.444357269883152,0.0,0.0,0.0,0.0,40.52186105957621,19.84133808376089,7.440301559770791,0.0,32.75540692555853,0.0,48.36041699144278,59.4279879099965,42.84168285244388,0.0,0.0,0.0,4.666084796776516,25.369948124873186,54.864837977476796
11.736853238451536,4.30532573259682,13.524697986947018,28.89886623983243,13.699580225217579,14.454170946199081,14.087061409568479,16.443769398051028,0.0,0.0,52.46198417715648,0.0,23.991280840539563,3.3955857766684048,35.307935815382294,61.9204446254652,26.768660052826892,0.0,0.0,0.0,52.70585011617122,11.519287074491714,24.875068493151108,0.0,34.993360469632236
10.905295337482514,9.194660306336903,6.079359865211311,2.9235195556084417,7.192414199436566,3.4050985023004783,9.968460988024388,0.0,28.817848428469492,0.0,0.0,20.16239183673455,0.0,43.198413761129586,0.0,2.738043357413524,18.463596784925365,0.0,20.973426399098415,15.02408758189964,2.461534265735839,16.011701923859444,44.773215402335936,24.875515852505977,38.141658804160855
12.51406309803622,7.553238581144742,15.651844357284805,5.950200317821218,19.301810664413217,28.23670953142404,9.850479864710827,33.78972963020193,0.0,0.0,38.27143999585724,33.8497451472698,0.0,8.743568602390543,11.025719783878493,0.8220418416395141,39.55258363774411,15.81969729178171,0.0,0.0,10.09663789219771,0.0,0.0,0.0,35.28928208546476
37.20817524375924,7.727460336690866,18.48610061201993,11.26689159186421,15.38284235643438,30.638393350855956,2.5422853988056993,15.77355908968993,8.050107736292357,9.208092999209548,0.0,0.0,3.0828741562256496,0.0,43.32213537869457,35.98423622074993,31.420822466227072,0.0,21.473806067774674,45.8017490433603,24.237635441120574,32.52792457705186,44.45470251055352,0.0,0.0
11.356266419016002,6.400538424278915,4.1217784997770455,11.576818010683144,0.0,5.97297609052667,10.080236636654043,0.0,19.664815048426135,0.0,25.525929450740918,25.16169509967385,11.6485954388952,6.168466117567187,2.713213908199304,0.0,28.173254666350275,0.0,0.0,0.0,0.0,0.0,43.41878152388098,0.0,4.7578670586818745
23.906775305894453,11.612776305912274,11.760999009633501,23.402749927076172,7.235666588668582,5.094445426471722,21.529371145360734,0.0,11.27116545214814,15.882869848072392,6.84163345308453,0.0,24.23471568884701,7.640117951803926,28.11803370634505,0.0,0.0,0.0,19.273634551409565,3.426703834723874,10.385355514926761,15.631211864679877,0.0,0.0,15.005501456822401
0.55227119821487,0.3727914482937038,26.461895997669295,10.638855591656931,8.426152569921854,21.088237934215105,29.421030718136876,0.0,5.844534466142935,17.116655260068004,16.460955475073657,0.0,0.0,14.396326997638726,0.0,40.39010008198845,0.0,32.19484097245895,2.249712295727046,0.0,10.633431011045989,18.22945597595304,0.0,8.718624522087971,0.0
12.47573672935418,43.332718017483586,26.21559215355932,6.896868034304685,14.337954548321555,2.680257423038448,22.865025099462375,8.819718884995577,11.796061169523028,0.0,32.0294498497848,3.535920219533235,32.814736066861805,9.340834741474481,3.342301470610515,33.7455476108695,10.04911588006275,21.050751515630544,0.0,55.20172147957311,13.195318133390057,19.746265684694073,0.0,21.29646802208994,37.07787885047581
12.801496453570795,22.878755993166465,12.160576309583645,7.1775663573129975,16.665725538327155,10.009159825224685,6.653543926824163,14.684292564221963,3.5940264926143985,12.233316806153276,0.7349321425875739,18.37761674140735,23.796324935485018,40.37480464885334,32.58774072636348,35.853416817695646,28.964824022811676,0.0,20.19814196781254,0.0,49.80657510098664,32.75068410573657,35.74039647694566,16.143729714545355,43.467519876369835
4.374770223274322,12.193064115408557,16.223730358689494,9.72173112057032,5.822264219414043,3.458835322058304,0.0,9.420545462922767,8.409578858960353,26.65633639335497,7.98812450691695,4.9395700398431135,0.0,17.66969421311793,40.07258151663852,8.987015317514,6.577273532073363,58.7388133129517,0.0,51.67998116786713,13.843891732744588,68.03726087084104,6.321952406316722,31.72272845822986,0.0
10.951036533187548,5.099050590040255,24.329397722481687,3.328542001640278,0.0,0.0,27.763413299390642,17.87416234766945,13.228272537611893,8.744194099172049,24.598574989530903,18.26854325519239,0.0,16.346459911136343,1.8954046177811819,21.358575277752678,15.137270599279685,1.7953529642510802,0.0,13.671238935778163,14.572903770118184,43.04122583005186,50.49915866034168,4.8075104180328125,53.61935797896944
5.532479933816394,1.5986914255708555,34.81572811120439,20.947498439224713,5.162181983124306,1.198916284744171,15.848931138426257,9.913809934373507,0.0,33.770320617735536,0.0,25.62907294257071,26.603247922641287,20.99279435936709,15.005195055131267,0.0,2.3420508259994577,35.83963672180736,0.0,22.737918604186852,13.062820109653389,1.69735469455091,20.93396711572889,0.0,25.958271421855382
12.484270995201543,1.5964958762927886,14.082240595132582,25.95435569145112,10.814507048809796,7.028528054288195,0.0,10.99269691710559,23.98085797237188,27.07025329995798,1.6927506603800992,41.181226449570886,0.0,32.53022322633379,49.807930517546254,0.0,34.20255515851693,0.0,0.0,0.0,33.03144876595094,54.86197497505112,0.0,0.0,45.309842361353105
25.2120530979183,7.401869070457657,10.466367861839483,10.492872933688348,1.7412042466006206,0.0,4.5632735093756445,4.3553814621993965,27.39855773724834,0.0,29.960498286906354,36.79468264405803,10.0010351653192,13.019224928548573,0.0,35.00198569334874,41.31240035189801,39.5817801459162,22.42959951356284,22.85593635574002,36.3538477713703,55.233914855392264,13.69915310139779,0.0,0.0
12.756209168539018,8.24134188645045,28.946867979029236,0.0,11.193178404608915,8.630344119528885,13.128838015005586,0.0,17.90319416593563,22.998869455929032,14.574510035572679,8.008852892325113,57.94684700324725,0.0,7.024288977833866,0.0,0.0,1.8848231598473753,15.54296670586021,35.670820575710096,38.93854298395069,0.0,33.23038483180774,0.0,0.0
4.488105948096111,12.584083810085339,18.645913791811843,6.055394626274108,7.2590505745586364,10.527329573455766,13.440252605708931,30.67674296200648,7.955396134117175,2.800658823021342,7.890973177378555,7.250529640292229,35.46182310928831,6.806501071740583,0.0,0.0,0.0,8.347581574756257,42.66317188778771,0.0,0.0,0.0,54.59994904885828,33.144972038328916,53.18869603046161
23.92763224688321,14.59685844044521,0.0,2.2906113929831022,7.705201056542579,13.708724245997523,24.74643506608117,19.123233857345436,40.991536741434224,9.324859362570194,19.23085604157625,4.895736157919099,40.236657847279055,0.0,26.744734352151312,8.58439689934248,0.0,31.20088351335252,46.68006287831151,1.5492297148097252,7.17398525793673,37.496134960453475,0.0,49.86186525855176,37.794791991708536
20.974187719177387,16.80626742261917,24.594584987678388,22.71739404619671,12.81489914256029,18.66928476902528,0.0,12.5343322058783,10.07460867108665,0.0,0.0,7.3419071359047825,26.951086690419224,0.0,0.0,0.0,36.96509860221583,0.0,0.0,0.0,37.66013335832115,0.0,0.0,28.80103695720478,0.0
6.51533236180137,7.476543208618671,20.53263639085999,21.212914770228476,13.501903110376748,26.87692062733663,30.57693462051052,1.8960473185108278,7.985954184925438,9.967939721764328,0.0,25.682866120136772,6.792837217656555,0.0,20.23658902796526,19.216970309307435,36.26020443280308,0.0,0.0,0.30578354204964775,43.86080564421968,29.351256047954116,31.494194356694223,39.23836003519794,0.0
